_c0,author_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_time,review_text,review_title,skin_tone,eye_color,skin_type,hair_color,product_id,product_name,brand_name,price_usd,review_text_clean,review_id,updated_at
84777,33618615319,5,1.0,,0,0,0,2021-10-24,I loved the beneficence wrinkle smoothing retinol serum! It had a non-greasy feel and my sensitive skin didn’t react to it. I noticed a difference in my wrinkles after only 2 weeks! I would recommend this!,Beneficence wrinkle smoothing retinol serum review,lightMedium,brown,combination,brown,P463105,Benefiance Wrinkle Smoothing Retinol Serum,Shiseido,75.0,i loved the beneficence wrinkle smoothing retinol serum! it had a non-greasy feel and my sensitive skin didn’t react to it. i noticed a difference in my wrinkles after only 2 weeks! i would recommend this!,00255c2926724c0573d2d6fc257c8d3e98b3905f,
85115,23389192890,5,1.0,1.0,1,0,1,2023-02-14,This product is heavenly. Made my skin feel tighter and smoother. I see a difference in the pores and blotches. Use this product,must have,mediumTan,hazel,combination,brown,P427417,Niacinamide 10% + Zinc 1% Oil Control Serum,The Ordinary,6.0,this product is heavenly. made my skin feel tighter and smoother. i see a difference in the pores and blotches. use this product,0025b0ee014a8805d9b155f2cb98c19f95a54674,
128187,1305517681,4,,,0,0,0,2008-12-12,"Feels great, not too harsh. Washes off easily and leaves my skin looking refreshed.",Once a week facial in a bottle,light,,,,P122661,7 Day Face Scrub Cream Rinse-Off Formula,CLINIQUE,26.0,"feels great, not too harsh. washes off easily and leaves my skin looking refreshed.",0026487f63f49e4f2dbad29ee9038ede2b180810,
2160,5870807775,1,0.0,0.75,8,2,6,2018-11-01,"Terrible taste. Terrible, terrible taste. Yuck!!!",holding your nose won’t help,light,blue,normal,blonde,P423157,Sex Dust   Adaptogens For Fire*,Moon Juice,38.0,"terrible taste. terrible, terrible taste. yuck!!!",002669502282eccf2abae890ae2ad4fc25b898e2,
83842,7463058999,5,1.0,,0,0,0,2019-07-27,"This is my third bottle. I keep switching to something else thinking I need to see what else is out there, and then I would come back to this.",,lightMedium,brown,normal,black,P441644,Mini Superfood Antioxidant Cleanser,Youth To The People,14.0,"this is my third bottle. i keep switching to something else thinking i need to see what else is out there, and then i would come back to this.",0026a99d666d0426c6a9077ca7e73aa8b71776ab,
44001,6638675477,5,1.0,,0,0,0,2022-03-29,This product made my skin look and feel like a million bucks! I cannot believe I haven’t tried this brand sooner! I will now be buying literally every product! My skin smells so god and the packaging is soooo cute,Amazing product,medium,brown,normal,brown,P482535,Strawberry Smooth BHA + AHA Salicylic Acid Serum,Glow Recipe,42.0,this product made my skin look and feel like a million bucks! i cannot believe i haven’t tried this brand sooner! i will now be buying literally every product! my skin smells so god and the packaging is soooo cute,002797a79542c80bd349c6aedc5c9a9816d36ece,
369926,12354572139,3,0.0,,0,0,0,2018-07-05,Overpriced lip balm. Love the smell. There are other coconut lip products that are not as pricey.,,medium,brown,dry,black,P421243,Sugar Hydrating Lip Balm,fresh,19.0,overpriced lip balm. love the smell. there are other coconut lip products that are not as pricey.,0027bef876912825bce4bb860b2bd1bc4783ed2c,
305961,5140098366,5,1.0,,0,0,0,2018-04-06,"I’ve tried probably 4 different face creams this past winter trying to relieve dry skin, this product is by far the best I’ve tried! It moisturizes without feeling greasy and I can apply make-up over it. My skin feels plump and healthy. To be determined if I will be able to use it in the summer months, but I will definitely re-purchase next winter. I use this in the morning and coconut oil at night.",Great for dry skin,,,dry,,P421996,Ultra Facial Moisturizing Cream with Squalane,Kiehl's Since 1851,78.0,"i’ve tried probably 4 different face creams this past winter trying to relieve dry skin, this product is by far the best i’ve tried! it moisturizes without feeling greasy and i can apply make-up over it. my skin feels plump and healthy. to be determined if i will be able to use it in the summer months, but i will definitely re-purchase next winter. i use this in the morning and coconut oil at night.",0027c5ad8189379d40dad4e51d50e632005c6801,
65909,26117202343,5,1.0,0.8888890147209167,9,1,8,2022-03-07,Goes on like water and absorbs fast. I used TO hyaluronic acid for a long time but wanted something less sticky/tacky. This is it! Underrated,,light,,dry,,P455899,Marine Hyaluronics,The Ordinary,8.9,goes on like water and absorbs fast. i used to hyaluronic acid for a long time but wanted something less sticky/tacky. this is it! underrated,0027e35e965d049056cdf794d396f7b5985c1896,
348694,9827147486,4,1.0,0.857142984867096,7,1,6,2020-04-11,"I’ve tried hundreds of face wash because of acne which is very stubborn. This products helped clear up my skin! I noticed a difference in my skin overnight from the first time I used it. It also helps control oiliness. Also you don’t have to use a lot of products, a little goes a long way!!",,light,green,oily,brown,P427536,The Deep Cleanse Gentle Exfoliating Cleanser,Tatcha,40.0,"i’ve tried hundreds of face wash because of acne which is very stubborn. this products helped clear up my skin! i noticed a difference in my skin overnight from the first time i used it. it also helps control oiliness. also you don’t have to use a lot of products, a little goes a long way!!",002873d696bda668dcb61dc0ddb897d593499f39,
246776,1653497854,5,1.0,,0,0,0,2020-11-15,"An absolutely fabulous first balm for a double cleanse routine. No fragrance, super gentle (I have combo skin and using Tretinoin but right now cuz of winter primarily dry skin) and for the price point and how much you get, it’s a HECK TO THE YES for me.Why spend so much money on a cleansing balm/oil that has added fragrance, sometimes sensitizing actives, and fluff when you have this magnificent cleanser for 1/4 of the price (and sometimes even more volume of product)? OAT YEEEEEAH!",Oat-Yeah!!,medium,brown,combination,black,P455364,Oat Cleansing Balm,The INKEY List,11.99,"an absolutely fabulous first balm for a double cleanse routine. no fragrance, super gentle (i have combo skin and using tretinoin but right now cuz of winter primarily dry skin) and for the price point and how much you get, it’s a heck to the yes for me.why spend so much money on a cleansing balm/oil that has added fragrance, sometimes sensitizing actives, and fluff when you have this magnificent cleanser for 1/4 of the price (and sometimes even more volume of product)? oat yeeeeeah!",0028cf67f543d7ef0bf1f5bcd9cf949317b82f58,
44159,1329187908,5,1.0,,0,0,0,2021-12-24,I love this stuff! Works to reduce size and redness of pimple in about 48 hours without hurting the rest of your face.,,lightMedium,brown,dry,brown,P464241,5% Benzoyl Peroxide Acne Spot Treatment,Dr. Zenovia Skincare,25.0,i love this stuff! works to reduce size and redness of pimple in about 48 hours without hurting the rest of your face.,0028e562b97ec6d2e9500e20c3c0fae700cc16e0,
148314,7596534799,5,1.0,,0,0,0,2019-01-09,"Purchased the smaller bottle of this because I wanted to try it out. I have very sensitive skin and it tends to get oily with any moisturizer by the end of the day. This is different and def loving it. It’s a gel which I know can make a lot of people hesitant, but don’t be. It takes a little bit to fully rub into your face and it also takes a second to dry down (your face is a little tacky for a few moments). Once it does dry down my skin is hydrated but matte and not greasy. Best of all, my face has been staying matte ALL DAY. I have yet to put makeup over it, but with a matte foundation as well, I can’t imagine myself getting oily. Will def be purchasing the larger bottle with a pump.",Great for my oily skin,mediumTan,brown,oily,black,P432241,Dramatically Different Hydrating Jelly,CLINIQUE,45.0,"purchased the smaller bottle of this because i wanted to try it out. i have very sensitive skin and it tends to get oily with any moisturizer by the end of the day. this is different and def loving it. it’s a gel which i know can make a lot of people hesitant, but don’t be. it takes a little bit to fully rub into your face and it also takes a second to dry down (your face is a little tacky for a few moments). once it does dry down my skin is hydrated but matte and not greasy. best of all, my face has been staying matte all day. i have yet to put makeup over it, but with a matte foundation as well, i can’t imagine myself getting oily. will def be purchasing the larger bottle with a pump.",00292f2cc21cd897db0a93b97f025dc7d013f78d,
80905,2147503847,5,1.0,1.0,2,0,2,2019-06-21,Dehydrated and sensitive skin saver. Pricy but worth every penny,amazing serim,rich,brown,dry,black,P432831,Plump Jelly Hyaluronic Serum,Moon Juice,58.0,dehydrated and sensitive skin saver. pricy but worth every penny,0029a8f73c0fa9f7278dc44fe5b7b507896a3e06,
57734,24712078843,4,1.0,,0,0,0,2020-01-12,"This is indeed lovely, it’s a very fine mist (reminds you of fog) and leaves a hydrating but not greasy dew. Keep in mind, the bottle is ridiculously small and you run out quickly.. But whether it’s worth the price, I’m not quite sure... I think the Mario Badescu mist is cheaper and is just as nice.","Lovely mist, very expensive, small bottle!",fair,brown,dry,brown,P442744,Watermelon Glow Ultra-Fine Mist,Glow Recipe,29.0,"this is indeed lovely, it’s a very fine mist (reminds you of fog) and leaves a hydrating but not greasy dew. keep in mind, the bottle is ridiculously small and you run out quickly.. but whether it’s worth the price, i’m not quite sure... i think the mario badescu mist is cheaper and is just as nice.",0029ec21754bfea3f0f4a13156a1dad2339f1a63,
